,post_id,handle,postDate,postType,gen_postType,postUrl,platform,message,twitter_comment,twitter_retweet,relevant_prediction,cta_prediction,sell_prediction,intent_prediction,comments,shares,likes,views,CampaignId,campaign_name,campaign_startDate,campaign_endDate,project_currency,project_staffPick,sub_category,project_url,project_backerCount,project_goal,project_pledgeAmount,Succeeded,image_URL
,14834,pixelnicks,"""2017-05-14T18:40:51.000Z""",photo,image,https://twitter.com/pixelnicks/status/863826460628455424,twitter,You can still enter the speedrun challenge!\nhttps://t.co/jeAAnRtaWG\n#gamedev #indiegame #speedrun https://t.co/xmqN22Swzu,,,0,0,0,5,NA,15,11,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_ztdnbWAAUoUoc.jpg
,14838,pixelnicks,"""2017-05-14T18:22:40.000Z""",photo,image,https://twitter.com/pixelnicks/status/863821882977595393,twitter,Still 29 hours to back #EagleIsland before it's too late!\nhttps://t.co/jeAAnRtaWG\n#gamedev #indiegame #pixelart https://t.co/yXQm4MgoD4,,,1,0,1,4,NA,10,12,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_zpQ9gXsAQZyEy.jpg
,14865,pixelnicks,"""2017-05-14T09:53:16.000Z""",photo,image,https://twitter.com/pixelnicks/status/863693686907047940,twitter,Don't forget the Eagle Island speedrun contest!\nhttps://t.co/Lnk0wU7Ni3\n#gamedev #pixelart #speedrun https://t.co/oKMjPXzYhK,,,1,0,0,1,NA,7,12,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_x0vuGXkAACWfz.jpg
,14917,pixelnicks,"""2017-05-14T00:53:04.000Z""",photo,image,https://twitter.com/pixelnicks/status/863557741473918977,twitter,RT @silverdragon113: @pixelnicks woooooooo! 1000! https://t.co/Anks2pVhz6,,,0,0,0,5,NA,5,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_v4-WeUMAA3-XY.jpg
,14929,pixelnicks,"""2017-05-13T22:24:54.000Z""",photo,image,https://twitter.com/pixelnicks/status/863520453129908224,twitter,@ProjectMQ  https://t.co/1TIujqBFlr,,,0,0,0,5,NA,5,6,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_vXQ7VXoAEtGOZ.jpg
,14930,pixelnicks,"""2017-05-13T22:14:58.000Z""",photo,image,https://twitter.com/pixelnicks/status/863517955367333888,twitter,@arthurlimao135  https://t.co/cLOLxY1mRs,,,0,0,0,5,NA,0,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_vU_qLW0AAeylq.jpg
,14967,pixelnicks,"""2017-05-13T16:29:37.000Z""",photo,image,https://twitter.com/pixelnicks/status/863431044556611584,twitter,"@FINIFUGU Thanks Jai, massively appreciated! ???????? https://t.co/QlboihrZn8",,,0,0,0,5,NA,0,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_uF81MXgAECSqO.jpg
,14978,pixelnicks,"""2017-05-13T15:17:14.000Z""",photo,image,https://twitter.com/pixelnicks/status/863412828178456580,twitter,"@Awkward_Artist_ @kickstarter Amazing support, thanks Joel! https://t.co/ME9NlmT4hG",,,1,0,1,2,NA,0,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_t1YemXYAAgsY4.jpg
,14983,pixelnicks,"""2017-05-13T13:25:58.000Z""",photo,image,https://twitter.com/pixelnicks/status/863384827571130368,twitter,@master_gig @kickstarter Thanks man! https://t.co/mAGSiHLUFs,,,1,0,0,2,NA,0,2,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_tb6fUWAAAo9HK.jpg
,14986,pixelnicks,"""2017-05-13T13:17:39.000Z""",photo,image,https://twitter.com/pixelnicks/status/863382733833334785,twitter,"@FTCR 5 seconds in and I have no idea what I'm watching, but I think I'm enjoying it! https://t.co/OOBfEoU1fo",,,0,0,0,5,NA,2,3,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_taAurXoAAqaCC.jpg
,14988,pixelnicks,"""2017-05-13T13:16:46.000Z""",photo,image,https://twitter.com/pixelnicks/status/863382513003134977,twitter,"@FlipTheBacon Thanks for the continued support, Flip! https://t.co/oGOpAkjXhq",,,1,0,1,2,NA,0,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_tZz5NXgAE0FK_.jpg
,14990,pixelnicks,"""2017-05-13T13:16:00.000Z""",photo,image,https://twitter.com/pixelnicks/status/863382318085541889,twitter,"@joshgilbert11 Thanks so much, Josh! Massive appreciation! https://t.co/ajOw1AS7Y1",,,0,0,0,5,NA,0,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_tZokeWsAA7JzY.jpg
,14992,pixelnicks,"""2017-05-13T13:15:19.000Z""",photo,image,https://twitter.com/pixelnicks/status/863382149411610624,twitter,"@bowlingotter @kickstarter Thanks so much, Matt! https://t.co/o8tOvH3nKK",,,1,0,0,2,NA,0,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_tZenoXoAA4nv3.jpg
,14995,pixelnicks,"""2017-05-13T13:14:18.000Z""",photo,image,https://twitter.com/pixelnicks/status/863381890706919424,twitter,@mrcabalery  https://t.co/Dd4FAayZCN,,,0,0,0,5,NA,0,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_tZPcXWAAEtfvb.jpg
,14997,pixelnicks,"""2017-05-13T13:13:58.000Z""",photo,image,https://twitter.com/pixelnicks/status/863381808146198529,twitter,"@Jimbo_Designs @kickstarter Thanks so much, James! https://t.co/xJ0OjAtzVD",,,1,0,0,2,NA,0,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_tZKRuXUAERYl_.jpg
,14999,pixelnicks,"""2017-05-13T13:13:03.000Z""",photo,image,https://twitter.com/pixelnicks/status/863381575446274049,twitter,@Kluddan1 @HollyConrad Thanks so much! The game is my life and I love it like my own child ???? https://t.co/SJe7yin051,,,0,0,0,5,NA,0,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_tY9XNWsAAZUT4.jpg
,15001,pixelnicks,"""2017-05-13T13:08:01.000Z""",photo,image,https://twitter.com/pixelnicks/status/863380312100884480,twitter,@Bennjoon  https://t.co/Tt2y5NZbsl,,,0,0,0,5,NA,1,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_tXzt3XYAATwLA.jpg
,15072,pixelnicks,"""2017-05-12T19:03:01.000Z""",photo,image,https://twitter.com/pixelnicks/status/863107262071570433,twitter,RT @pixelnicks: Live stream Q&amp;A on #EagleIsland tonight! Come and join us :) link to follow https://t.co/wJeIrzj4XA,,,1,0,0,1,NA,7,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_pQtrCXgAAel6T.jpg
,15075,pixelnicks,"""2017-05-12T18:53:35.000Z""",photo,image,https://twitter.com/pixelnicks/status/863104888112373760,twitter,RT @pixelnicks: Ancient ruins to explore in #EagleIsland!\nKickstarter: https://t.co/jeAAnRtaWG\n#gamedev #pixelart https://t.co/hQSuXqN6RC,,,1,0,0,1,NA,12,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_lc9XmXUAAaRud.jpg
,15081,pixelnicks,"""2017-05-12T18:37:38.000Z""",photo,image,https://twitter.com/pixelnicks/status/863100873223876608,twitter,@arthurlimao135 Say Arthur referred you and you have the chance to design one of the game's monsters! https://t.co/KH4WG0VPD2,,,0,0,0,5,NA,0,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_pZorFW0AAnZZj.jpg
,15083,pixelnicks,"""2017-05-12T18:34:32.000Z""",photo,image,https://twitter.com/pixelnicks/status/863100093838262273,twitter,@RkiddSound  https://t.co/d9QZxlTm5W,,,0,0,0,5,NA,0,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_pY82pXoAEGhaf.jpg
,15096,pixelnicks,"""2017-05-12T17:36:02.000Z""",photo,image,https://twitter.com/pixelnicks/status/863085372435255296,twitter,@Kelly_hengels We're on track ???? https://t.co/suWb5ZthfH,,,0,0,0,5,NA,0,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_pLijYXoAAyaPH.jpg
,15098,pixelnicks,"""2017-05-12T17:28:33.000Z""",photo,image,https://twitter.com/pixelnicks/status/863083488773386241,twitter,@BigNiko1985 We're on track ???? https://t.co/n2CoD4a5WK,,,0,0,0,5,NA,0,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_pJ2JnXkAApFij.jpg
,15112,pixelnicks,"""2017-05-12T14:53:51.000Z""",photo,image,https://twitter.com/pixelnicks/status/863044556102807552,twitter,"RT @cr_valkyrie: It's down to the final days, help nicks dream become a reality!! Support! https://t.co/2Bi1kXpSN7 https://t.co/2y2RQ7fL4Q",,,1,1,1,4,NA,2,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_mPeR1UMAEUKHf.jpg
,15132,pixelnicks,"""2017-05-12T10:58:55.000Z""",photo,image,https://twitter.com/pixelnicks/status/862985431880790016,twitter,"85% funded, 142 backers to go...\nBe a backer: https://t.co/jeAAnRtaWG\n#gamedev #pixelart https://t.co/bG7BoRgNPK",,,1,0,1,4,NA,27,36,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_nwkupXkAAmo5i.jpg
,15150,pixelnicks,"""2017-05-12T08:25:10.000Z""",photo,image,https://twitter.com/pixelnicks/status/862946742077202433,twitter,Woke up to see #EagleIsland had a strong night of backing! On track for success!\nhttps://t.co/jeAAnRtaWG https://t.co/Oi5l0zPuAe,,,1,0,0,1,NA,13,59,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_nNRaAXUAArwfV.jpg
,15165,pixelnicks,"""2017-05-12T01:15:01.000Z""",photo,image,https://twitter.com/pixelnicks/status/862838489532035073,twitter,Ancient ruins to explore in #EagleIsland!\nKickstarter: https://t.co/jeAAnRtaWG\n#gamedev #pixelart https://t.co/hQSuXqN6RC,,,1,0,0,1,NA,12,20,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_lc9XmXUAAaRud.jpg
,15170,pixelnicks,"""2017-05-11T23:51:39.000Z""",photo,image,https://twitter.com/pixelnicks/status/862817510697172992,twitter,Or this... https://t.co/x3UqR870Dm,,,0,0,0,5,NA,2,10,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_lXyb0XoAAA-Vp.jpg
,15173,pixelnicks,"""2017-05-11T23:06:59.000Z""",photo,image,https://twitter.com/pixelnicks/status/862806271552106503,twitter,RT @Geekorama_Team: I dream about this game on #Nintendo #Switch - #EagleIsland by @pixelnicks ~ &lt;3 https://t.co/58YDyTm1mK,,,1,0,0,1,NA,8,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_lM2MsXkA0c5nu.jpg
,15174,pixelnicks,"""2017-05-11T22:48:47.000Z""",photo,image,https://twitter.com/pixelnicks/status/862801687794384896,twitter,@adrianmg  https://t.co/uyScaXI41P,,,0,0,0,5,NA,0,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_lJjbIXkAAMdZy.jpg
,15175,pixelnicks,"""2017-05-11T22:41:37.000Z""",photo,image,https://twitter.com/pixelnicks/status/862799884948295681,twitter,"@PixelMetal Yep, just trying to get some variety in. This is Totem Zephara! https://t.co/UX3mruvgY8",,,0,0,0,5,NA,0,3,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_lH5q2W0AE3b8O.jpg
,15190,pixelnicks,"""2017-05-11T21:48:36.000Z""",photo,image,https://twitter.com/pixelnicks/status/862786545308356608,twitter,Let's smash #EagleIsland's Kickstarter through the roof!\nhttps://t.co/jeAAnRtaWG\n#gamedev #kickstarter https://t.co/kPyLsAH7HV,,,1,0,0,1,NA,9,21,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_k7v67WAAIAa5-.jpg
,15231,pixelnicks,"""2017-05-11T17:38:21.000Z""",photo,image,https://twitter.com/pixelnicks/status/862723564478353408,twitter,Someone's got to defend #EagleIsland from Armaura!\nKickstarter: https://t.co/jeAAnRtaWG\n#gamedev #indiegame https://t.co/QMo5CQBUg8,,,1,0,0,1,NA,13,13,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_kCVQ2XcAAjcl7.jpg
,15240,pixelnicks,"""2017-05-11T14:39:59.000Z""",photo,image,https://twitter.com/pixelnicks/status/862678678685331456,twitter,@ProjectMQ  https://t.co/qR1EtNyNi3,,,0,0,0,5,NA,3,3,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_jZrP6WsAAXhVt.jpg
,15258,pixelnicks,"""2017-05-11T09:41:27.000Z""",photo,image,https://twitter.com/pixelnicks/status/862603551918485504,twitter,@dakotathemoose @blinkok @Indie_Kickstart  https://t.co/V8nOSiuC3z,,,0,0,0,5,NA,0,3,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_iVWnfXUAARMGj.jpg
,15265,pixelnicks,"""2017-05-11T08:56:07.000Z""",photo,image,https://twitter.com/pixelnicks/status/862592141184425985,twitter,@1LeggedSeagull @kickstarter  https://t.co/ns4hrS7Vms,,,1,0,0,1,NA,0,2,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_iK-KRWsAAAE4P.jpg
,15272,pixelnicks,"""2017-05-11T05:15:01.000Z""",photo,image,https://twitter.com/pixelnicks/status/862536499258159104,twitter,"Remember, you could design a monster for #EagleIsland!\nKickstarter: https://t.co/jeAAnRtaWG\n#gamedev #indiegame https://t.co/aH7KNcyFRD",,,1,0,0,1,NA,12,16,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_gPOVAW0AA4IfE.jpg
,15297,pixelnicks,"""2017-05-10T20:44:03.000Z""",photo,image,https://twitter.com/pixelnicks/status/862407909338120194,twitter,Could #EagleIsland be the closest win/loss ever?\nhttps://t.co/jeAAnRtaWG\n#gamedev #kickstarter https://t.co/U3P9EP50WQ,,,1,0,0,1,NA,8,9,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_fjVEQXoAAAkTG.jpg
,15307,pixelnicks,"""2017-05-10T19:15:45.000Z""",photo,image,https://twitter.com/pixelnicks/status/862385690675425281,twitter,382 more backers until 100% funded!\n#EagleIsland #procedural #metroidvania #roguelike\nDemo: https://t.co/jeAAnRtaWG https://t.co/MGgVBRA91H,,,1,0,1,4,NA,23,37,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_fPDIPXkAE49aP.jpg
,15317,pixelnicks,"""2017-05-10T18:08:27.000Z""",photo,image,https://twitter.com/pixelnicks/status/862368754633715712,twitter,"#EagleIsland, proc-gen falconry platformer!\nhttps://t.co/jeAAnRtaWG\n#gamedev #indiedevhour #roguelike #metroidvania https://t.co/rdtu8G6vDj",,,1,0,0,1,NA,26,35,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_e_mLDWAAAHRJP.jpg
,15350,pixelnicks,"""2017-05-10T11:27:14.000Z""",photo,image,https://twitter.com/pixelnicks/status/862267783710732288,twitter,Play it: https://t.co/iVGyb9wWhn\nBack it: https://t.co/jeAAnRtaWG\n#pixelart #indiegame #EagleIsland https://t.co/qzeDZLJdTZ,,,1,0,0,1,NA,10,17,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_dj20XXgAE3P0D.jpg
,15367,pixelnicks,"""2017-05-10T06:23:51.000Z""",photo,image,https://twitter.com/pixelnicks/status/862191435264794624,twitter,RT @tuktuk22: lets help @pixelnicks dreams. https://t.co/xWDub9VPfE https://t.co/7vt3xSDybi,,,1,1,0,1,NA,3,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_bkAoPVYAE_pQP.jpg
,15373,pixelnicks,"""2017-05-09T22:33:29.000Z""",photo,image,https://twitter.com/pixelnicks/status/862073061612417025,twitter,Still on track if we keep the #EagleIsland pledges coming in!\nhttps://t.co/jeAAnRtaWG\n#gamedev #indiegame #indiedev https://t.co/sK0jqHf2Jn,,,1,0,1,4,NA,31,50,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_ayx2JXkAQEO_c.jpg
,15395,pixelnicks,"""2017-05-09T19:30:32.000Z""",photo,image,https://twitter.com/pixelnicks/status/862027024277401601,twitter,@UnusualKmc_YT Hub world secrets! https://t.co/ISF2GMbMKJ,,,0,0,0,5,NA,0,1,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_aI8n5XgAAgvVE.jpg
,15414,pixelnicks,"""2017-05-09T17:01:47.000Z""",photo,image,https://twitter.com/pixelnicks/status/861989589996773376,twitter,"#EagleIsland 60% funded, 458 backers until 100%!\n6 days to go. Let's do this!\n#gamedev #pixelart #indiegame https://t.co/f3JE1sL9ko",,,1,0,1,4,NA,6,14,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_Zm2o1WsAAgPeZ.jpg
,15426,pixelnicks,"""2017-05-09T15:22:11.000Z""",photo,image,https://twitter.com/pixelnicks/status/861964523099607040,twitter,@ZackBellGames It's all fun and games until Armaura is crushing you in her talons. https://t.co/AGzvPGyODT,,,0,0,0,5,NA,1,5,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_ZQIL2XcAAWz2I.jpg
,15433,pixelnicks,"""2017-05-09T14:18:57.000Z""",photo,image,https://twitter.com/pixelnicks/status/861948608584835072,twitter,RT @CSH_Picone: Only 6 days left to back this gem by @pixelnicks ! \n\nhttps://t.co/0g1OGjCFFX\nhttps://t.co/nBHYLxoYqI https://t.co/keVmvwPcTz,,,1,0,1,4,NA,3,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_ZBJinXcAE6xV3.jpg
,15495,pixelnicks,"""2017-05-08T21:06:11.000Z""",photo,image,https://twitter.com/pixelnicks/status/861688703865032704,twitter,Want to design a monster for Eagle Island?\nNow you can!\nInfo: https://t.co/kYggboh8SU\n\n#gamedev #indiegame #pixelart https://t.co/SZq34bfo94,,,1,0,0,1,NA,30,27,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/tweet_video_thumb/C_VVJ1oW0AU3xtk.jpg
,15511,pixelnicks,"""2017-05-08T17:26:01.000Z""",photo,image,https://twitter.com/pixelnicks/status/861633298388463617,twitter,RT @JoeLark2: @pixelnicks \nI have wings and am now a pacifist https://t.co/MxXKAC7crb,,,0,0,0,5,NA,4,0,NA,46,Eagle Island,"""2017-04-11T00:00:00.000Z""","""2017-05-15T00:00:00.000Z""",GBP,1,Video Games,https://www.kickstarter.com/projects/pixelflip/eagle-island?ref=discovery,1291,20000,25055,1,http://pbs.twimg.com/media/C_UiLkFW0AAFf3G.jpg
